,taxon_name_w_authors,201807_accepted_name_w_author,202207_taxon_name_w_authors,202207_chained_accepted_name_w_author,202207_chained_accepted_species,202207_direct_accepted_name_w_author,202207_direct_accepted_species
306566,Cephalaria axillaris Hausskn. ex Bornm.,Cephalaria microcephala Boiss.,Cephalaria microcephala Boiss.,Cephalaria microcephala Boiss.,Cephalaria microcephala,Cephalaria axillaris Hausskn. ex Bornm.,Cephalaria axillaris
306680,Cephalaria sublanata (Bornm.) Szabó,Cephalaria microcephala Boiss.,Cephalaria microcephala Boiss.,Cephalaria microcephala Boiss.,Cephalaria microcephala,Cephalaria sublanata (Bornm.) Szabó,Cephalaria sublanata
306848,Cephalotaxus alpina (H.L.Li) L.K.Fu,Cephalotaxus fortunei var. alpina H.L.Li,Cephalotaxus fortunei var. alpina H.L.Li,Cephalotaxus fortunei var. alpina H.L.Li,Cephalotaxus fortunei,Cephalotaxus alpina (H.L.Li) L.K.Fu,Cephalotaxus alpina
306852,Cephalotaxus celebica Warb.,Taxus sumatrana (Miq.) de Laub.,Taxus sumatrana (Miq.) de Laub.,Taxus sumatrana (Miq.) de Laub.,Taxus sumatrana,Taxus wallichiana Zucc.,Taxus wallichiana
306855,Cephalotaxus drupacea var. koreana (Nakai) Hatus.,Cephalotaxus harringtonii (Knight ex J.Forbes) K.Koch,Cephalotaxus harringtonii (Knight ex J.Forbes) K.Koch,Cephalotaxus harringtonii (Knight ex J.Forbes) K.Koch,Cephalotaxus harringtonii,Cephalotaxus nana Nakai,Cephalotaxus nana
306863,Cephalotaxus griffithii Hook.f.,Cephalotaxus mannii Hook.f.,Cephalotaxus mannii Hook.f.,Cephalotaxus harringtonii (Knight ex J.Forbes) K.Koch,Cephalotaxus harringtonii,Cephalotaxus griffithii Hook.f.,Cephalotaxus griffithii
306873,Cephalotaxus harringtonii var. thailandensis Silba,Cephalotaxus mannii Hook.f.,Cephalotaxus mannii Hook.f.,Cephalotaxus harringtonii (Knight ex J.Forbes) K.Koch,Cephalotaxus harringtonii,Cephalotaxus hainanensis H.L.Li,Cephalotaxus hainanensis
306875,Cephalotaxus koreana Nakai,Cephalotaxus harringtonii (Knight ex J.Forbes) K.Koch,Cephalotaxus harringtonii (Knight ex J.Forbes) K.Koch,Cephalotaxus harringtonii (Knight ex J.Forbes) K.Koch,Cephalotaxus harringtonii,Cephalotaxus nana Nakai,Cephalotaxus nana
306878,Cephalotaxus nana Nakai,Cephalotaxus harringtonii var. nana (Nakai) Rehder,Cephalotaxus harringtonii var. nana (Nakai) Rehder,Cephalotaxus harringtonii var. nana (Nakai) Rehder,Cephalotaxus harringtonii,Cephalotaxus nana Nakai,Cephalotaxus nana
306879,Cephalotaxus nana var. adstringens Nakai,Cephalotaxus harringtonii var. nana (Nakai) Rehder,Cephalotaxus harringtonii var. nana (Nakai) Rehder,Cephalotaxus harringtonii var. nana (Nakai) Rehder,Cephalotaxus harringtonii,Cephalotaxus nana Nakai,Cephalotaxus nana
306887,Cephalotaxus sumatrana Miq.,Taxus sumatrana (Miq.) de Laub.,Taxus sumatrana (Miq.) de Laub.,Taxus sumatrana (Miq.) de Laub.,Taxus sumatrana,Taxus wallichiana Zucc.,Taxus wallichiana
306911,Cerasiocarpum bennettii (Miq.) Cogn.,Cayaponia laciniosa (L.) C.Jeffrey,Cayaponia laciniosa (L.) C.Jeffrey,Cayaponia laciniosa (L.) C.Jeffrey,Cayaponia laciniosa,Kedrostis courtallensis (Arn.) C.Jeffrey,Kedrostis courtallensis
306912,Cerasiocarpum bennettii var. deshmukhii M.R.Almeida,Cayaponia laciniosa (L.) C.Jeffrey,Cayaponia laciniosa (L.) C.Jeffrey,Cayaponia laciniosa (L.) C.Jeffrey,Cayaponia laciniosa,Kedrostis courtallensis (Arn.) C.Jeffrey,Kedrostis courtallensis
307875,Ceratocephala reflexus Steven,Ceratocephala falcata (L.) Pers.,Ceratocephala falcata (L.) Pers.,Ranunculus falcatus L.,Ranunculus falcatus,Ranunculus testiculatus Crantz,Ranunculus testiculatus
307879,Uncinia angustata Boeckeler,Uncinia douglasii Boott,Uncinia douglasii Boott,Uncinia douglasii Boott,Uncinia douglasii,Carex fernandesiana (Nees ex Boeckeler) J.R.Starr,Carex fernandesiana
307973,Uncinia caespitosa var. minor Kük.,Uncinia angustifolia Hamlin,Uncinia angustifolia Hamlin,Uncinia angustifolia Hamlin,Uncinia angustifolia,Carex minor (Kük.) K.A.Ford,Carex minor
308006,Ceratozamia brevifrons Miq.,Ceratozamia mexicana Brongn.,Ceratozamia mexicana Brongn.,Ceratozamia mexicana Brongn.,Ceratozamia mexicana,Ceratozamia brevifrons Miq.,Ceratozamia brevifrons
308011,Ceratozamia intermedia Miq.,Ceratozamia robusta Miq.,Ceratozamia robusta Miq.,Ceratozamia robusta Miq.,Ceratozamia robusta,Ceratozamia mexicana Brongn.,Ceratozamia mexicana
308016,Ceratozamia longifolia Miq.,Ceratozamia robusta Miq.,Ceratozamia robusta Miq.,Ceratozamia robusta Miq.,Ceratozamia robusta,Ceratozamia mexicana Brongn.,Ceratozamia mexicana
308041,Cercodia incana A.Cunn.,Gonocarpus tetragynus Labill.,Gonocarpus tetragynus Labill.,Gonocarpus tetragynus Labill.,Gonocarpus tetragynus,Gonocarpus incanus (A.Cunn.) Orchard,Gonocarpus incanus
308099,Cereus bicolor Rizzini & A.Mattos,Cereus hildmannianus K.Schum.,Cereus hildmannianus K.Schum.,Cereus hildmannianus K.Schum.,Cereus hildmannianus,Cereus bicolor Rizzini & A.Mattos,Cereus bicolor
308100,Cereus biformis Pfeiff.,Selenicereus hamatus (Scheidw.) Britton & Rose,Selenicereus hamatus (Scheidw.) Britton & Rose,Selenicereus hamatus (Scheidw.) Britton & Rose,Selenicereus hamatus,Disocactus biformis (Lindl.) Lindl.,Disocactus biformis
308107,Uncinia fernandesiana Nees ex Boeckeler,Uncinia douglasii Boott,Uncinia douglasii Boott,Uncinia douglasii Boott,Uncinia douglasii,Carex fernandesiana (Nees ex Boeckeler) J.R.Starr,Carex fernandesiana
308122,Uncinia filiformis Boott ex C.B.Clarke,Uncinia compacta R.Br.,Uncinia compacta R.Br.,Uncinia compacta R.Br.,Uncinia compacta,Carex austrocompacta K.L.Wilson,Carex austrocompacta
308153,Cereus cinerascens var. fendleri Bois,Echinocereus cinerascens (DC.) Lem.,Echinocereus cinerascens (DC.) Lem.,Echinocereus cinerascens (DC.) Lem.,Echinocereus cinerascens,Echinocereus fendleri subsp. fendleri ,Echinocereus fendleri
308169,Cereus colombianus (Rose) Vaupel,Pilosocereus lanuginosus (L.) Byles & G.D.Rowley,Pilosocereus lanuginosus (L.) Byles & G.D.Rowley,Pilosocereus lanuginosus (L.) Byles & G.D.Rowley,Pilosocereus lanuginosus,Pilosocereus colombianus (Rose) Byles & G.D.Rowley,Pilosocereus colombianus
308175,Cereus compressus Mill.,Hylocereus trigonus (Haw.) Saff.,Hylocereus trigonus (Haw.) Saff.,Selenicereus trigonus (Haw.) S.Arias & N.Korotkova,Selenicereus trigonus,Selenicereus triangularis (L.) D.R.Hunt,Selenicereus triangularis
308183,Uncinia hookeri Colenso ex C.B.Clarke,Uncinia compacta R.Br.,Uncinia compacta R.Br.,Uncinia compacta R.Br.,Uncinia compacta,Carex austrocompacta K.L.Wilson,Carex austrocompacta
308189,Cereus dasyacanthus var. neomexicanus J.M.Coult.,Echinocereus pectinatus (Scheidw.) Engelm.,Echinocereus pectinatus (Scheidw.) Engelm.,Echinocereus pectinatus (Scheidw.) Engelm.,Echinocereus pectinatus,Echinocereus × roetteri var. neomexicanus (J.M.Coult.) A.D.Zimmerman,Echinocereus roetteri
308193,Cereus deflexispinus Monv. ex Labour.,Echinocereus dasyacanthus Engelm.,Echinocereus dasyacanthus Engelm.,Echinocereus dasyacanthus Engelm.,Echinocereus dasyacanthus,Trichocereus cuzcoensis Britton & Rose,Trichocereus cuzcoensis
308244,Cereus gracilis Haw.,Cereus repandus (L.) Mill.,Cereus repandus (L.) Mill.,Cereus repandus (L.) Mill.,Cereus repandus,Cereus gracilis Haw.,Cereus gracilis
308280,Cereus karstenii Salm-Dyck,Cereus hexagonus (L.) Mill.,Cereus hexagonus (L.) Mill.,Cereus hexagonus (L.) Mill.,Cereus hexagonus,Selenicereus inermis (Otto ex Pfeiff.) Britton & Rose,Selenicereus inermis
308292,Cereus lamprochlorus var. salinicola Speg.,Echinopsis lamprochlora (Lem.) H.Friedrich & Glaetzle,Echinopsis lamprochlora (Lem.) H.Friedrich & Glaetzle,Echinopsis lamprochlora (Lem.) H.Friedrich & Glaetzle,Echinopsis lamprochlora,Soehrensia candicans (Gillies ex Salm-Dyck) Schlumpb.,Soehrensia candicans
308311,Cereus limensis Salm-Dyck,Weberbauerocereus johnsonii F.Ritter,Weberbauerocereus johnsonii F.Ritter,Weberbauerocereus winterianus F.Ritter,Weberbauerocereus winterianus,Haageocereus limensis (Salm-Dyck) F.Ritter,Haageocereus limensis
308335,Uncinia moseleyana Boeckeler,Uncinia compacta R.Br.,Uncinia compacta R.Br.,Uncinia compacta R.Br.,Uncinia compacta,Carex austrocompacta K.L.Wilson,Carex austrocompacta
308348,Cereus multangularis (Willd.) Haw.,Weberbauerocereus johnsonii F.Ritter,Weberbauerocereus johnsonii F.Ritter,Weberbauerocereus winterianus F.Ritter,Weberbauerocereus winterianus,Haageocereus kagenekii (C.C.Gmel.) Mottram,Haageocereus kagenekii
308349,Cereus multangularis var. limensis (Salm-Dyck) C.A.Maass,Weberbauerocereus johnsonii F.Ritter,Weberbauerocereus johnsonii F.Ritter,Weberbauerocereus winterianus F.Ritter,Weberbauerocereus winterianus,Haageocereus kagenekii (C.C.Gmel.) Mottram,Haageocereus kagenekii
308357,Cereus neomexicanus (Standl.) Tidestr.,Echinocereus coccineus Engelm.,Echinocereus coccineus Engelm.,Echinocereus coccineus Engelm.,Echinocereus coccineus,Echinocereus × neomexicanus Standl.,Echinocereus neomexicanus
308365,Cereus nyctago A.Berger,Peniocereus hirschtianus (K.Schum.) D.R.Hunt,Peniocereus hirschtianus (K.Schum.) D.R.Hunt,Acanthocereus hirschtianus (K.Schum.) Lodé,Acanthocereus hirschtianus,Cereus nyctago A.Berger,Cereus nyctago
308369,Uncinia nepalensis Nees,Kobresia nepalensis (Nees) Kük.,Kobresia nepalensis (Nees) Kük.,Kobresia nepalensis (Nees) Kük.,Kobresia nepalensis,Carex unciniiformis Boeckeler,Carex unciniiformis
308382,Uncinia obtusata Colenso,Uncinia riparia R.Br.,Uncinia riparia R.Br.,Uncinia riparia R.Br.,Uncinia riparia,Carex umbricola K.L.Wilson,Carex umbricola
308392,Cereus pentagonus C.F.Först.,Cereus hildmannianus K.Schum.,Cereus hildmannianus K.Schum.,Cereus hildmannianus K.Schum.,Cereus hildmannianus,Acanthocereus tetragonus (L.) Hummelinck,Acanthocereus tetragonus
308398,Uncinia ohwiana T.Koyama,Uncinia riparia R.Br.,Uncinia riparia R.Br.,Uncinia riparia R.Br.,Uncinia riparia,Carex sclerophylla (Nelmes) K.L.Wilson,Carex sclerophylla
308420,Cereus pomifer Weing.,Hylocereus trigonus (Haw.) Saff.,Hylocereus trigonus (Haw.) Saff.,Selenicereus trigonus (Haw.) S.Arias & N.Korotkova,Selenicereus trigonus,Cereus pomifer Weing.,Cereus pomifer
308421,Cereus poselgerianus (Linke) A.Berger,Echinocereus poselgeri Lem.,Echinocereus poselgeri Lem.,Echinocereus poselgeri Lem.,Echinocereus poselgeri,Echinocereus berlandieri (Engelm.) Haage,Echinocereus berlandieri
308434,Cereus radicans DC.,Selenicereus hamatus (Scheidw.) Britton & Rose,Selenicereus hamatus (Scheidw.) Britton & Rose,Selenicereus hamatus (Scheidw.) Britton & Rose,Selenicereus hamatus,Selenicereus radicans (DC.) A.Berger,Selenicereus radicans
308437,Cereus regalis Haw. ex Spreng.,Cereus hexagonus (L.) Mill.,Cereus hexagonus (L.) Mill.,Cereus hexagonus (L.) Mill.,Cereus hexagonus,Cereus regalis Haw. ex Spreng.,Cereus regalis
308442,Cereus reptans Salm-Dyck ex DC.,Selenicereus hamatus (Scheidw.) Britton & Rose,Selenicereus hamatus (Scheidw.) Britton & Rose,Selenicereus hamatus (Scheidw.) Britton & Rose,Selenicereus hamatus,Selenicereus radicans (DC.) A.Berger,Selenicereus radicans
308448,Cereus ritteri subsp. parapetiensis (F.Ritter) P.J.Braun & Esteves,Praecereus euchlorus (F.A.C.Weber ex K.Schum.) N.P.Taylor,Praecereus euchlorus (F.A.C.Weber ex K.Schum.) N.P.Taylor,Praecereus euchlorus (F.A.C.Weber ex K.Schum.) N.P.Taylor,Praecereus euchlorus,Praecereus saxicola (Morong) N.P.Taylor,Praecereus saxicola
308451,Cereus roemeri Engelm.,Echinocereus triglochidiatus Engelm.,Echinocereus triglochidiatus Engelm.,Echinocereus triglochidiatus Engelm.,Echinocereus triglochidiatus,"Echinocereus coccineus subsp. paucispinus (Engelm.) W.Blum, Mich.Lange & Rutow",Echinocereus coccineus
308462,Cereus salm-dyckianus Hemsl.,Echinocereus scheeri (Salm-Dyck) Scheer,Echinocereus scheeri (Salm-Dyck) Scheer,Echinocereus scheeri (Salm-Dyck) Scheer,Echinocereus scheeri,Echinocereus salm-dyckianus Scheer,Echinocereus salm-dyckianus
308475,Cereus serpentinus (Lag. & Rodr.) DC.,Disocactus flagelliformis (L.) Barthlott,Disocactus flagelliformis (L.) Barthlott,Aporocactus flagelliformis (L.) Lem.,Aporocactus flagelliformis,Nyctocereus serpentinus (Lag. & Rodr.) Britton & Rose,Nyctocereus serpentinus
308520,Cereus undatus Haw.,Hylocereus trigonus (Haw.) Saff.,Hylocereus trigonus (Haw.) Saff.,Selenicereus trigonus (Haw.) S.Arias & N.Korotkova,Selenicereus trigonus,Selenicereus undatus (Haw.) D.R.Hunt,Selenicereus undatus
308521,Cereus undatus Pfeiff.,Hylocereus undatus (Haw.) Britton & Rose,Hylocereus undatus (Haw.) Britton & Rose,Selenicereus undatus (Haw.) D.R.Hunt,Selenicereus undatus,Harrisia fernowii Britton,Harrisia fernowii
308523,Cereus undulatus D.Dietr.,Hylocereus undatus (Haw.) Britton & Rose,Hylocereus undatus (Haw.) Britton & Rose,Selenicereus undatus (Haw.) D.R.Hunt,Selenicereus undatus,Cereus undulatus D.Dietr.,Cereus undulatus
308534,Cereus venditus Paulsen,Hylocereus trigonus (Haw.) Saff.,Hylocereus trigonus (Haw.) Saff.,Selenicereus trigonus (Haw.) S.Arias & N.Korotkova,Selenicereus trigonus,Selenicereus triangularis (L.) D.R.Hunt,Selenicereus triangularis
308541,Cereus viridiflorus var. tubulosus J.M.Coult.,Echinocereus viridiflorus Engelm.,Echinocereus viridiflorus Engelm.,Echinocereus viridiflorus Engelm.,Echinocereus viridiflorus,Echinocereus chloranthus (Engelm.) J.N.Haage,Echinocereus chloranthus
308571,Uncinia sclerophylla Nelmes,Uncinia riparia R.Br.,Uncinia riparia R.Br.,Uncinia riparia R.Br.,Uncinia riparia,Carex sclerophylla (Nelmes) K.L.Wilson,Carex sclerophylla
308635,Uncinia subtrigona Nelmes,Uncinia compacta R.Br.,Uncinia compacta R.Br.,Uncinia compacta R.Br.,Uncinia compacta,Carex subtrigona (Nelmes) K.L.Wilson,Carex subtrigona
308644,Ceropegia angustifolia Wight,Ceropegia longifolia Wall.,Ceropegia longifolia Wall.,Ceropegia longifolia Wall.,Ceropegia longifolia,Ceropegia angustifolia Wight,Ceropegia angustifolia
308704,Ceropegia caffrorum Schltr.,Ceropegia linearis E.Mey.,Ceropegia linearis E.Mey.,Ceropegia linearis E.Mey.,Ceropegia linearis,Ceropegia caffrorum Schltr.,Ceropegia caffrorum
308711,Ceropegia campanulata var. pulchella H.Huber,Ceropegia insignis R.A.Dyer,Ceropegia insignis R.A.Dyer,Ceropegia insignis R.A.Dyer,Ceropegia insignis,Ceropegia campanulata var. pulchella H.Huber,Ceropegia campanulata
308729,Ceropegia collaricorona Werderm.,Ceropegia woodii Schltr.,Ceropegia woodii Schltr.,Ceropegia linearis subsp. woodii (Schltr.) H.Huber,Ceropegia linearis,Ceropegia collaricorona Werderm.,Ceropegia collaricorona
308735,Ceropegia cordiloba Werderm.,Ceropegia papillata N.E.Br.,Ceropegia papillata N.E.Br.,Ceropegia papillata N.E.Br.,Ceropegia papillata,Ceropegia cordiloba Werderm.,Ceropegia cordiloba
308788,Ceropegia ellenbeckii K.Schum.,Ceropegia convolvuloides A.Rich.,Ceropegia convolvuloides A.Rich.,Ceropegia convolvuloides A.Rich.,Ceropegia convolvuloides,Ceropegia ellenbeckii K.Schum.,Ceropegia ellenbeckii
308980,Ceropegia panchganiensis Blatt. & McCann,Ceropegia lawii Hook.f.,Ceropegia lawii Hook.f.,Ceropegia lawii Hook.f.,Ceropegia lawii,Ceropegia panchganiensis Blatt. & McCann,Ceropegia panchganiensis
308985,Ceropegia parviflora Trimen,Ceropegia maculata Bedd.,Ceropegia maculata Bedd.,Ceropegia maculata Bedd.,Ceropegia maculata,Ceropegia parviflora Trimen,Ceropegia parviflora
309010,Ceropegia racemosa N.E.Br.,Ceropegia affinis Vatke,Ceropegia affinis Vatke,Ceropegia affinis Vatke,Ceropegia affinis,Ceropegia racemosa N.E.Br.,Ceropegia racemosa
309025,Ceropegia ringens A.Rich.,Ceropegia convolvuloides A.Rich.,Ceropegia convolvuloides A.Rich.,Ceropegia convolvuloides A.Rich.,Ceropegia convolvuloides,Ceropegia ringens A.Rich.,Ceropegia ringens
309028,Ceropegia rollae Hemadri,Ceropegia lawii Hook.f.,Ceropegia lawii Hook.f.,Ceropegia lawii Hook.f.,Ceropegia lawii,Ceropegia rollae Hemadri,Ceropegia rollae
309029,Ceropegia rostrata E.A.Bruce,Ceropegia umbraticola K.Schum.,Ceropegia umbraticola K.Schum.,Ceropegia umbraticola K.Schum.,Ceropegia umbraticola,Ceropegia rostrata E.A.Bruce,Ceropegia rostrata
309033,Ceropegia sahyadrica Ansari & B.G.P.Kulk.,Ceropegia lawii Hook.f.,Ceropegia lawii Hook.f.,Ceropegia lawii Hook.f.,Ceropegia lawii,Ceropegia sahyadrica Ansari & B.G.P.Kulk.,Ceropegia sahyadrica
309042,Ceropegia scabriflora N.E.Br.,Ceropegia tomentosa Schltr.,Ceropegia tomentosa Schltr.,Ceropegia tomentosa Schltr.,Ceropegia tomentosa,Ceropegia scabriflora N.E.Br.,Ceropegia scabriflora
309056,Ceropegia setifera Schltr.,Ceropegia affinis Vatke,Ceropegia affinis Vatke,Ceropegia affinis Vatke,Ceropegia affinis,Ceropegia carnosa E.Mey.,Ceropegia carnosa
309103,Ceropegia thorelii Costantin,Ceropegia macrantha Wight,Ceropegia macrantha Wight,Ceropegia macrantha Wight,Ceropegia macrantha,Ceropegia thorelii Costantin,Ceropegia thorelii
309148,Cerothamnus pensylvanicus (Loisel.) Moldenke,Myrica caroliniensis Mill.,Myrica caroliniensis Mill.,Myrica caroliniensis Mill.,Myrica caroliniensis,Myrica pensylvanica Mirb. in Duhamel,Myrica pensylvanica
309250,Actephila mooreana Baill.,Actephila lindleyi (Steud.) Airy Shaw,Actephila lindleyi (Steud.) Airy Shaw,Actephila lindleyi (Steud.) Airy Shaw,Actephila lindleyi,Actephila mooreana Baill.,Actephila mooreana
309428,Chaerophyllum prescottii DC.,Chaerophyllum bulbosum subsp. prescottii (DC.) Nyman,Chaerophyllum bulbosum subsp. prescottii (DC.) Nyman,Chaerophyllum bulbosum subsp. prescottii (DC.) Nyman,Chaerophyllum bulbosum,Chaerophyllum prescottii DC.,Chaerophyllum prescottii
309571,Chamaecyparis excelsa Fisch. ex Carrière,Cupressus nootkatensis D.Don,Cupressus nootkatensis D.Don,Cupressus nootkatensis D.Don,Cupressus nootkatensis,Callitropsis nootkatensis (D.Don) Oerst.,Callitropsis nootkatensis
309574,Chamaecyparis funebris (Endl.) Franco,Cupressus funebris Endl.,Cupressus funebris Endl.,Cupressus funebris Endl.,Cupressus funebris,Cupressus pendula Thunb.,Cupressus pendula
309582,Chamaecyparis nootkatensis (D.Don) Spach,Cupressus nootkatensis D.Don,Cupressus nootkatensis D.Don,Cupressus nootkatensis D.Don,Cupressus nootkatensis,Callitropsis nootkatensis (D.Don) Oerst.,Callitropsis nootkatensis
309613,Chamaejasme formosana Hayata,Daphne formosana (Hayata) S.S.Ying,Daphne formosana (Hayata) S.S.Ying,Daphne formosana (Hayata) S.S.Ying,Daphne formosana,Daphne arisanensis Hayata,Daphne arisanensis
309670,Chamaesium spatuliferum (W.W.Sm.) C.Norman,Chamaesium novem-jugum (C.B.Clarke) C.Norman,Chamaesium novem-jugum (C.B.Clarke) C.Norman,Chamaesium novem-jugum (C.B.Clarke) C.Norman,Chamaesium novem-jugum,Chamaesium spatuliferum (W.W.Sm.) C.Norman,Chamaesium spatuliferum
309671,Chamaesium spatuliferum var. minor R.H.Shan & S.L.Liou,Chamaesium novem-jugum (C.B.Clarke) C.Norman,Chamaesium novem-jugum (C.B.Clarke) C.Norman,Chamaesium novem-jugum (C.B.Clarke) C.Norman,Chamaesium novem-jugum,Chamaesium spatuliferum (W.W.Sm.) C.Norman,Chamaesium spatuliferum
309713,Chamitis complicata Banks & Sol. ex Hook.f.,Bolax gummifera (Lam.) Spreng.,Bolax gummifera (Lam.) Spreng.,Bolax gummifera (Lam.) Spreng.,Bolax gummifera,Azorella trifurcata Pers.,Azorella trifurcata
309770,Chavica sarmentosa Miq.,Piper longum L.,Piper longum L.,Piper longum L.,Piper longum,Piper sarmentosum Roxb.,Piper sarmentosum
309862,Cheiranthus dubius Hornem.,Erysimum ochroleucum (Haller f. ex Schleich.) DC.,Erysimum ochroleucum (Haller f. ex Schleich.) DC.,Erysimum ochroleucum (Haller f. ex Schleich.) DC.,Erysimum ochroleucum,Erysimum odoratum Ehrh.,Erysimum odoratum
309874,Cheiranthus × fruticulosus L.,Erysimum × cheiri (L.) Crantz,Erysimum × cheiri (L.) Crantz,Erysimum × cheiri (L.) Crantz,Erysimum cheiri,Matthiola fruticulosa (L.) Maire,Matthiola fruticulosa
309924,Cheiranthus syriacus DC.,Conringia orientalis (L.) Dumort.,Conringia orientalis (L.) Dumort.,Conringia orientalis (L.) Dumort.,Conringia orientalis,Hesperis syriaca (DC.) F.Dvořák,Hesperis syriaca
310071,Cheirinia parviflora Farw.,Erysimum cheiranthoides L.,Erysimum cheiranthoides L.,Erysimum cheiranthoides L.,Erysimum cheiranthoides,Erysimum inconspicuum (S.Watson) MacMill.,Erysimum inconspicuum
310088,Chelidonium dodecandrum Forssk.,Roemeria hybrida subsp. dodecandra (Forssk.) Maire,Roemeria hybrida subsp. dodecandra (Forssk.) Maire,Roemeria hybrida subsp. dodecandra (Forssk.) Maire,Roemeria hybrida,Papaver dodecandrum (Forssk.) Medik.,Papaver dodecandrum
310126,Chelonanthus frigidus (Sw.) Urb.,Irlbachia frigida (Sw.) Maas,Irlbachia frigida (Sw.) Maas,Irlbachia frigida (Sw.) Maas,Irlbachia frigida,Symbolanthus frigidus (Sw.) Struwe & K.Gould,Symbolanthus frigidus
310309,Vriesea brachyphylla Mez & Wercklé,Vriesea viridiflora (Regel) Wittm. ex Mez,Vriesea viridiflora (Regel) Wittm. ex Mez,Vriesea viridiflora (Regel) Wittm. ex Mez,Vriesea viridiflora,Werauhia viridiflora (Regel) J.R.Grant,Werauhia viridiflora
311066,Chilenia jussieui (Monv. ex Salm-Dyck) Backeb.,Eriosyce heinrichiana (Backeb.) Katt.,Eriosyce heinrichiana (Backeb.) Katt.,Eriosyce heinrichiana (Backeb.) Katt.,Eriosyce heinrichiana,Eriosyce spinosior (F.Ritter) P.C.Guerrero & Helmut Walter,Eriosyce spinosior
311069,Chilenia nigricans (Linke) Backeb.,Eriosyce limariensis (F.Ritter) Katt.,Eriosyce limariensis (F.Ritter) Katt.,Eriosyce limariensis (F.Ritter) Katt.,Eriosyce limariensis,Eriosyce armata (F.Ritter) P.C.Guerrero & Helmut Walter,Eriosyce armata
311070,Chilenia nigrihorrida Backeb. ex A.W.Hill,Eriosyce subgibbosa subsp. clavata (Söhrens ex K.Schum.) Katt.,Eriosyce subgibbosa subsp. clavata (Söhrens ex K.Schum.) Katt.,Eriosyce clavata (Söhrens ex K.Schum.) Helmut Walter,Eriosyce clavata,Eriosyce nigrihorrida (Backeb. ex A.W.Hill) P.C.Guerrero & Helmut Walter,Eriosyce nigrihorrida
311085,Chileorebutia duripulpa F.Ritter,Eriosyce napina subsp. lembckei Katt.,Eriosyce napina subsp. lembckei Katt.,Eriosyce napina subsp. lembckei Katt.,Eriosyce napina,Eriosyce duripulpa (F.Ritter) P.C.Guerrero & Helmut Walter,Eriosyce duripulpa
311089,Chileorebutia malleolata F.Ritter,Eriosyce odieri subsp. krausii (F.Ritter) Ferryman,Eriosyce odieri subsp. krausii (F.Ritter) Ferryman,Eriosyce krausii (F.Ritter) Katt.,Eriosyce krausii,Eriosyce malleolata (F.Ritter) P.C.Guerrero & Helmut Walter,Eriosyce malleolata
311090,Chileorebutia malleolata var. solitaria F.Ritter,Eriosyce odieri subsp. krausii (F.Ritter) Ferryman,Eriosyce odieri subsp. krausii (F.Ritter) Ferryman,Eriosyce krausii (F.Ritter) Katt.,Eriosyce krausii,Eriosyce malleolata (F.Ritter) P.C.Guerrero & Helmut Walter,Eriosyce malleolata
311226,Chirita asperifolia (Blume) B.L.Burtt,Primulina atroglandulosa (W.T.Wang) Mich.Möller & A.Weber,Primulina atroglandulosa (W.T.Wang) Mich.Möller & A.Weber,Primulina atroglandulosa (W.T.Wang) Mich.Möller & A.Weber,Primulina atroglandulosa,Liebigia barbata (Jack) D.J.Middleton,Liebigia barbata
311255,Chirita cicatricosa W.T.Wang,Primulina minutihamata (D.Wood) Mich.Möller & A.Weber,Primulina minutihamata (D.Wood) Mich.Möller & A.Weber,Deinostigma minutihamata (D.Wood) D.J.Middleton & H.J.Atkins,Deinostigma minutihamata,Deinostigma cicatricosa (W.T.Wang) D.J.Middleton & Mich.Möller,Deinostigma cicatricosa
311300,Chirita geoffrayi Pellegr.,Microchirita involucrata (Craib) Yin Z.Wang,Microchirita involucrata (Craib) Yin Z.Wang,Microchirita involucrata (Craib) Yin Z.Wang,Microchirita involucrata,Microchirita rupestris (Ridl.) A.Weber & Rafidah,Microchirita rupestris
311407,Chirita primuloides (Miq.) Ohwi,Opithandra primuloides (Miq.) B.L.Burtt,Opithandra primuloides (Miq.) B.L.Burtt,Opithandra primuloides (Miq.) B.L.Burtt,Opithandra primuloides,Oreocharis primuloides (Miq.) C.B.Clarke,Oreocharis primuloides
311512,Chironia erythraea Schousb.,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum,Centaurium erythraea Rafn,Centaurium erythraea
311704,Bulbophyllum rhodoneuron Schltr.,Bulbophyllum ischnopus Schltr.,Bulbophyllum ischnopus Schltr.,Bulbophyllum ischnopus Schltr.,Bulbophyllum ischnopus,Bulbophyllum rhodoneuron Schltr.,Bulbophyllum rhodoneuron
311797,Chloranthus mandshuricus Rupr.,Chloranthus japonicus Siebold,Chloranthus japonicus Siebold,Chloranthus serratus Roem. & Schult.,Chloranthus serratus,Chloranthus quadrifolius A.Gray,Chloranthus quadrifolius
312183,Christophoriana daucifolia Kuntze,Anemone filia (L.f.) J.C.Manning & Goldblatt,Anemone filia (L.f.) J.C.Manning & Goldblatt,Anemone filia (L.f.) J.C.Manning & Goldblatt,Anemone filia,Knowltonia filia T.Durand & Schinz,Knowltonia filia
