,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species
1187733,Clarkia amoena f. concolor (Jeps.) A.Nelson & J.F.Macbr.,Clarkia gracilis subsp. gracilis,Clarkia gracilis subsp. gracilis,Clarkia gracilis subsp. gracilis,Clarkia gracilis,Clarkia lassenensis (Eastw.) F.H.Lewis & M.E.Lewis,Clarkia lassenensis
1187900,Anchusa barrelieri (All.) Vitman,Cynoglottis barrelieri subsp. barrelieri,Cynoglottis barrelieri subsp. barrelieri,Cynoglottis barrelieri subsp. barrelieri,Cynoglottis barrelieri,Cynoglottis barrelieri (All.) Vural & Kit Tan,Cynoglottis barrelieri
1187942,Dianthus serratus proles insignitus (Timb.-Lagr.) Rouy & Foucaud,Dianthus pungens subsp. pungens,Dianthus pungens subsp. pungens,Dianthus pungens subsp. pungens,Dianthus pungens,Dianthus benearnensis Loret,Dianthus benearnensis
1187943,Dianthus serratus var. insignitus (Timb.-Lagr.) P.Fourn.,Dianthus pungens subsp. pungens,Dianthus pungens subsp. pungens,Dianthus pungens subsp. pungens,Dianthus pungens,Dianthus benearnensis Loret,Dianthus benearnensis
1188052,Elaeocarpus punctatus (Blume) King,Elaeocarpus acronodia subsp. acronodia,Elaeocarpus acronodia subsp. acronodia,Elaeocarpus acronodia subsp. acronodia,Elaeocarpus acronodia,Elaeocarpus acronodia Mast.,Elaeocarpus acronodia
1188141,Neoporteria islayensis var. divaricatiflora (F.Ritter) Donald & G.D.Rowley,Eriosyce islayensis subsp. islayensis,Eriosyce islayensis subsp. islayensis,Eriosyce islayensis subsp. islayensis,Eriosyce islayensis,Eriosyce islayensis subsp. divaricatiflora (F.Ritter) Lodé,Eriosyce islayensis
1188218,Covellia conglomerata (Roxb.) Miq.,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata,Ficus semicordata var. conglomerata (Roxb.) Corner,Ficus semicordata
1188219,Ficus semicordata var. conglomerata (Roxb.) Corner,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata,Ficus semicordata var. conglomerata (Roxb.) Corner,Ficus semicordata
1188316,Gymnocalycium schmidianum (H.Till & W.Till) Mereg. & Kulhánek,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei,Gymnocalycium nigriareolatum Backeb.,Gymnocalycium nigriareolatum
1188358,Helianthemum marifolium var. dichroum (Kunze) O.Bolòs & Vigo,Helianthemum canum subsp. canum,Helianthemum canum subsp. canum,Helianthemum canum subsp. canum,Helianthemum canum,Helianthemum marifolium subsp. marifolium,Helianthemum marifolium
1188359,Rhodax dichrous (Kunze) Holub,Helianthemum canum subsp. canum,Helianthemum canum subsp. canum,Helianthemum canum subsp. canum,Helianthemum canum,Helianthemum marifolium subsp. marifolium,Helianthemum marifolium
1188360,Helianthemum crassifolium subsp. glaucum (Pamp.) Maire & Weiller,Helianthemum crassifolium subsp. crassifolium,Helianthemum crassifolium subsp. crassifolium,Helianthemum crassifolium subsp. crassifolium,Helianthemum crassifolium,Helianthemum crassifolium Pers.,Helianthemum crassifolium
1188457,Iberis linifolia proles villarsii (Jord.) Rouy & Foucaud,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia,Iberis intermedia subsp. violletii (Soy.-Will. ex Godr.) Rouy & Foucaud,Iberis intermedia
1188461,Iberis intermedia var. villarsii (Jord.) B.Bock,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia,Iberis intermedia subsp. violletii (Soy.-Will. ex Godr.) Rouy & Foucaud,Iberis intermedia
1188518,Rhinanthus minor subsp. calcareus (Wilmott) E.F.Warb.,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor,Rhinanthus minor subsp. calcareus (Wilmott) E.F.Warb.,Rhinanthus minor
1188521,Alectorolophus drummond-hayi (F.B.White) Sterneck,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor,Rhinanthus groenlandicus Chabert,Rhinanthus groenlandicus
1188524,Rhinanthus drummond-hayi (F.B.White) Druce,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor,Rhinanthus groenlandicus Chabert,Rhinanthus groenlandicus
1188525,Alectorolophus groenlandicus var. drummond-hayi (F.B.White) Ostenf.,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor,Rhinanthus groenlandicus Chabert,Rhinanthus groenlandicus
1188528,Rhinanthus minor var. drummond-hayi (F.B.White) Á.Löve,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor,Rhinanthus groenlandicus Chabert,Rhinanthus groenlandicus
1188656,Matricaria valentina (L.) L.,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale,Anacyclus radiatus Loisel.,Anacyclus radiatus
1188727,Crataegus × macrocarpa nothovar. mikulcicensis (Hrabětová) Ker.-Nagy,Crataegus × macrocarpa nothovar. macrocarpa,Crataegus × macrocarpa nothovar. macrocarpa,Crataegus × macrocarpa nothovar. macrocarpa,Crataegus × macrocarpa,Crataegus × macrocarpa nothovar. hadensis (Hrabětová) K.I.Chr.,Crataegus × macrocarpa
1188746,Oxyacantha rugosa (Ashe) Nieuwl.,Crataegus pruinosa var. pruinosa,Crataegus pruinosa var. pruinosa,Crataegus pruinosa var. pruinosa,Crataegus pruinosa,Crataegus pruinosa var. dissona (Sarg.) Eggl.,Crataegus pruinosa
1188926,Pyrus communis var. nivalis (Jacq.) Fiori,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus communis,Pyrus nivalis Jacq.,Pyrus nivalis
1188940,Rosa formosana (Cardot) Koidz.,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa multiflora,Rosa transmorrisonensis Hayata,Rosa transmorrisonensis
1188952,Rosa calva var. formosana (Cardot) Boulenger,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa multiflora,Rosa transmorrisonensis Hayata,Rosa transmorrisonensis
1189810,Pseudolinosyris grimmii var. glandulosa Novopokr.,Galatella grimmii subsp. grimmii,Galatella grimmii subsp. grimmii,Galatella grimmii subsp. grimmii,Galatella grimmii,Galatella grimmii (Regel & Schmalh.) Sennikov,Galatella grimmii
1189930,Poa compressa f. langiana (Rchb.) Neuman,Poa compressa L.,Poa compressa L.,Poa compressa L.,Poa compressa,Poa langiana Rchb.,Poa langiana
1190253,Santolina chamaecyparissus var. incana (Lam.) DC.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens,Santolina decumbens subsp. decumbens,Santolina decumbens
1190919,Alyxia samoensis (Christoph.) A.C.Sm.,Alyxia bracteolosa Rich. ex A.Gray,Alyxia bracteolosa Rich. ex A.Gray,Alyxia bracteolosa Rich. ex A.Gray,Alyxia bracteolosa,Alyxia samoensis (Christoph.) A.C.Sm.,Alyxia samoensis
1191804,Baissea calophylla (K.Schum.) Stapf,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii,Baissea calophylla (K.Schum.) Stapf,Baissea calophylla
1192361,Phyllorkis radiata (Lindl.) Kuntze,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum laxiflorum,Bulbophyllum radiatum Lindl.,Bulbophyllum radiatum
1192537,Phyllorkis simillima (Rchb.f.) Kuntze,Bulbophyllum taeniophyllum C.S.P.Parish & Rchb.f.,Bulbophyllum taeniophyllum C.S.P.Parish & Rchb.f.,Bulbophyllum taeniophyllum C.S.P.Parish & Rchb.f.,Bulbophyllum taeniophyllum,Bulbophyllum taeniophyllum var. taeniophyllum,Bulbophyllum taeniophyllum
1193836,Cleistes latiglossa var. alba Hoehne,Cleistes rosea Lindl.,Cleistes rosea Lindl.,Cleistes rosea Lindl.,Cleistes rosea,Cleistes rosea var. rosea,Cleistes rosea
1193837,Cleistes rosea f. augusta (Hoehne) Meneguzzo & Van den Berg,Cleistes rosea Lindl.,Cleistes rosea Lindl.,Cleistes rosea Lindl.,Cleistes rosea,Cleistes rosea var. rosea,Cleistes rosea
1193838,Pogonia monantha (Poepp. & Endl.) Schltr.,Cleistes rosea Lindl.,Cleistes rosea Lindl.,Cleistes rosea Lindl.,Cleistes rosea,Cleistes rosea var. rosea,Cleistes rosea
1193881,Clerodendrum splendens var. giletii (De Wild. & T.Durand) B.Thomas,Clerodendrum splendens G.Don,Clerodendrum splendens G.Don,Clerodendrum splendens G.Don,Clerodendrum splendens,Clerodendrum splendens var. splendens,Clerodendrum splendens
1194333,Coprosma dentata (Elmer) Heads,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis,Hemiphragma heterophyllum var. dentatum (Elmer) T.Yamaz.,Hemiphragma heterophyllum
1194551,Corymbia eremaea subsp. oligocarpa (Blakely & Jacobs) K.D.Hill & L.A.S.Johnson,Corymbia eremaea (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia eremaea (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia eremaea (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia eremaea,Corymbia eremaea subsp. oligocarpa (Blakely & Jacobs) K.D.Hill & L.A.S.Johnson,Corymbia eremaea
1194566,Corymbia dimorpha (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia peltata,Corymbia dimorpha (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,Corymbia dimorpha
1195477,Dactylorhiza majalis var. pulchella (Druce) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. purpurella,Dactylorhiza purpurella
1195478,Dactylorhiza purpurella var. crassifolia (T.Stephenson) Landwehr,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. purpurella,Dactylorhiza purpurella
1195479,Orchis purpurella var. pulchella (Druce) Pugsley,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. purpurella,Dactylorhiza purpurella
1195480,Dactylorhiza purpurella var. pulchella (Druce) Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. purpurella,Dactylorhiza purpurella
1195481,Dactylorhiza purpurella var. cambrensis (R.H.Roberts) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. cambrensis (R.H.Roberts) R.M.Bateman & Denholm,Dactylorhiza purpurella
1195482,Dactylorhiza latifolia subsp. cambrensis (R.H.Roberts) Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. cambrensis (R.H.Roberts) R.M.Bateman & Denholm,Dactylorhiza purpurella
1195483,Dactylorhiza majalis var. brevifolia (Rchb.f.) Kreutz,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. purpurella,Dactylorhiza purpurella
1195484,Dactylorhiza cruenta var. brevifolia (Rchb.f.) Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. purpurella,Dactylorhiza purpurella
1195485,Dactylorhiza comosa subsp. cambrensis (R.H.Roberts) P.D.Sell,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. cambrensis (R.H.Roberts) R.M.Bateman & Denholm,Dactylorhiza purpurella
1195486,Dactylorhiza cambrensis (R.H.Roberts) Aver.,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. cambrensis (R.H.Roberts) R.M.Bateman & Denholm,Dactylorhiza purpurella
1195487,Dactylorhiza majalis var. cambrensis (R.H.Roberts) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. cambrensis (R.H.Roberts) R.M.Bateman & Denholm,Dactylorhiza purpurella
1196267,Callista primulina (Lindl.) Kuntze,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium polyanthum,Dendrobium primulinum Lindl.,Dendrobium primulinum
1196840,Anoectochilus lowii T.Br.,Dossinia marmorata C.Morren,Dossinia marmorata C.Morren,Dossinia marmorata C.Morren,Dossinia marmorata,Anoectochilus brevilabris Lindl.,Anoectochilus brevilabris
1197098,Eleutherococcus pentaphyllus Nakai,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus sieboldianus,Eleutherococcus japonicus (Franch. & Sav.) Nakai,Eleutherococcus japonicus
1197099,Acanthopanax pentaphyllus Marchal,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus sieboldianus,Eleutherococcus japonicus (Franch. & Sav.) Nakai,Eleutherococcus japonicus
1197443,Octomeria stellata (Lindl.) Spreng.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata
1197445,Tainia stellata (Lindl.) Pfitzer,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata
1197446,Eria rugosa (Blume) Lindl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata
1197447,Pinalia fragrans (Rchb.f.) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata
1197448,Pinalia stellata (Lindl.) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata
1197449,Pinalia rugosa (Blume) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata
1197450,Pinalia striolata (Rchb.f.) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata
1197501,Eucalyptus piperita subsp. urceolaris (Maiden & Blakely) L.A.S.Johnson & Blaxell,Eucalyptus piperita J.White,Eucalyptus piperita J.White,Eucalyptus piperita J.White,Eucalyptus piperita,Eucalyptus piperita subsp. urceolaris (Maiden & Blakely) L.A.S.Johnson & Blaxell,Eucalyptus piperita
1197510,Eucalyptus puncticulata (Benth.) Blakely,Eucalyptus uncinata Turcz.,Eucalyptus uncinata Turcz.,Eucalyptus uncinata Turcz.,Eucalyptus uncinata,Eucalyptus uncinata subsp. uncinata,Eucalyptus uncinata
1198151,Euphorbia esula var. gracilis (Klotzsch & Garcke) Nyman,Euphorbia esula subsp. esula,Euphorbia esula subsp. esula,Euphorbia esula subsp. esula,Euphorbia esula,Euphorbia subtilis (Prokh.) Prokh.,Euphorbia subtilis
1198153,Euphorbia discolor subsp. karoi (Freyn) Bassargin,Euphorbia esula subsp. esula,Euphorbia esula subsp. esula,Euphorbia esula subsp. esula,Euphorbia esula,Euphorbia karoi Freyn,Euphorbia karoi
1198471,Euphorbia nicaeensis var. japygica (Ten.) Nyman,Euphorbia nicaeensis All.,Euphorbia nicaeensis All.,Euphorbia nicaeensis All.,Euphorbia nicaeensis,Euphorbia japygica Ten.,Euphorbia japygica
1198472,Euphorbia seguieriana var. japygica (Ten.) Fiori,Euphorbia nicaeensis All.,Euphorbia nicaeensis All.,Euphorbia nicaeensis All.,Euphorbia nicaeensis,Euphorbia japygica Ten.,Euphorbia japygica
1198474,Euphorbia nicaeensis subsp. japygica (Ten.) Arcang.,Euphorbia nicaeensis All.,Euphorbia nicaeensis All.,Euphorbia nicaeensis All.,Euphorbia nicaeensis,Euphorbia japygica Ten.,Euphorbia japygica
1198475,Tithymalus nicaeensis subsp. japygicus (Ten.) Soják,Euphorbia nicaeensis All.,Euphorbia nicaeensis All.,Euphorbia nicaeensis All.,Euphorbia nicaeensis,Euphorbia japygica Ten.,Euphorbia japygica
1201497,Cestichis kempteriana (Schltr.) M.A.Clem. & D.L.Jones,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora,Liparis viridiflora subsp. viridiflora,Liparis viridiflora
1201498,"Stichorkis kempteriana (Schltr.) Marg., Szlach. & Kulak",Liparis viridiflora (Blume) Lindl.,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora,Liparis viridiflora subsp. viridiflora,Liparis viridiflora
1201499,Liparis longipes var. spathulata (Lindl.) Ridl.,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora,Liparis viridiflora subsp. viridiflora,Liparis viridiflora
1201500,Liparis viridiflora var. spathulata (Lindl.) A.N.Rao,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora,Liparis viridiflora subsp. viridiflora,Liparis viridiflora
1201502,Leptorkis stachyurus (Rchb.f.) Kuntze,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora,Liparis viridiflora subsp. viridiflora,Liparis viridiflora
1201699,Luisia platyglossa Rchb.f.,Luisia zeylanica Lindl.,Luisia zeylanica Lindl.,Luisia zeylanica Lindl.,Luisia zeylanica,Luisia platyglossa Rchb.f.,Luisia platyglossa
1202829,Mentha × rotundifolia var. webberi (J.Fraser) Harley,Mentha × villosa Huds.,Mentha × villosa Huds.,Mentha × villosa Huds.,Mentha × villosa,Mentha × rotundifolia (L.) Huds.,Mentha × rotundifolia
1202837,Mentha spicata var. scotica (R.A.Graham) P.D.Sell,Mentha × villosa Huds.,Mentha × villosa Huds.,Mentha × villosa Huds.,Mentha × villosa,Mentha spicata subsp. spicata,Mentha spicata
1203419,Nauclea xanthoxylon (A.Chev.) Aubrév.,Nauclea gilletii (De Wild.) Merr.,Nauclea gilletii (De Wild.) Merr.,Nauclea gilletii (De Wild.) Merr.,Nauclea gilletii,Nauclea gilletii var. gilletii,Nauclea gilletii
1203421,Nauclea lancifolia (A.Chev.) Aubrév.,Nauclea gilletii (De Wild.) Merr.,Nauclea gilletii (De Wild.) Merr.,Nauclea gilletii (De Wild.) Merr.,Nauclea gilletii,Nauclea gilletii var. lancifolia (A.Chev.) N.Hallé,Nauclea gilletii
1204088,Ophrys sphegodes subsp. zeusii (M.Hirth) Kreutz,Ophrys sphegodes subsp. sphegodes,Ophrys sphegodes subsp. sphegodes,Ophrys sphegodes subsp. sphegodes,Ophrys sphegodes,Ophrys sphegodes subsp. epirotica (Renz) Gölz & H.R.Reinhard,Ophrys sphegodes
1204149,Androrchis mascula subsp. lapalmensis (Leibbach & Ruedi Peter) W.Foelsche & Jakely,Orchis mascula subsp. mascula,Orchis mascula subsp. mascula,Orchis mascula subsp. mascula,Orchis mascula,Orchis mascula subsp. lapalmensis Leibbach & Ruedi Peter,Orchis mascula
1204152,Orchis lapalmensis (Leibbach & Ruedi Peter) P.Delforge,Orchis mascula subsp. mascula,Orchis mascula subsp. mascula,Orchis mascula subsp. mascula,Orchis mascula,Orchis mascula subsp. lapalmensis Leibbach & Ruedi Peter,Orchis mascula
1204774,Phalaenopsis cornu-cervi f. borneensis (Garay) O.Gruss & M.Wolff,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis cornu-cervi,Phalaenopsis pantherina Rchb.f.,Phalaenopsis pantherina
1204829,Philodendron tripartitum var. holtonianum (Schott) Engl.,Philodendron tripartitum (Jacq.) Schott,Philodendron tripartitum (Jacq.) Schott,Philodendron tripartitum (Jacq.) Schott,Philodendron tripartitum,Philodendron holtonianum Schott,Philodendron holtonianum
1206335,Guajava persicifolia (O.Berg) Kuntze,Psidium striatulum DC.,Psidium striatulum DC.,Psidium striatulum DC.,Psidium striatulum,Psidium striatulum var. striatulum,Psidium striatulum
1206336,Guajava leptoclada (O.Berg) Kuntze,Psidium striatulum DC.,Psidium striatulum DC.,Psidium striatulum DC.,Psidium striatulum,Psidium striatulum var. striatulum,Psidium striatulum
1206338,Guajava aquatica (Benth.) Kuntze,Psidium striatulum DC.,Psidium striatulum DC.,Psidium striatulum DC.,Psidium striatulum,Psidium striatulum var. striatulum,Psidium striatulum
1206340,Psidium aquaticum var. uniflorum O.Berg,Psidium striatulum DC.,Psidium striatulum DC.,Psidium striatulum DC.,Psidium striatulum,Psidium striatulum var. striatulum,Psidium striatulum
1206466,Uragoga nitidula (Cham. & Schltdl.) Kuntze,Psychotria leiocarpa Cham. & Schltdl.,Psychotria leiocarpa Cham. & Schltdl.,Psychotria leiocarpa Cham. & Schltdl.,Psychotria leiocarpa,Psychotria nitidula Cham. & Schltdl.,Psychotria nitidula
1206843,Quercus coccifera f. imbricata (A.DC.) Trab.,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera,Quercus pseudococcifera subsp. pseudococcifera,Quercus pseudococcifera
1206889,Quercus lusitanica var. pedunculata (A.Camus) C.Vicioso,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea,Quercus × coutinhoi Samp.,Quercus × coutinhoi
1206890,Quercus faginea var. pedunculata (A.Camus) A.Camus,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea,Quercus × coutinhoi Samp.,Quercus × coutinhoi
1206891,Quercus faginea subvar. pedunculata (A.Camus) A.Camus,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea,Quercus × coutinhoi Samp.,Quercus × coutinhoi
1207300,Richardsonia pilosa (Ruiz & Pav.) Kunth,Richardia scabra L.,Richardia scabra L.,Richardia scabra L.,Richardia scabra,Richardia scabra var. scabra,Richardia scabra
1207926,"Serapias vomeracea f. artemisiae (W.Hahn, Kreutz & Passin) P.Delforge",Serapias cordigera L.,Serapias cordigera L.,Serapias cordigera L.,Serapias cordigera,Serapias vomeracea (Burm.f.) Briq.,Serapias vomeracea
1208553,Stereochilus pachyphyllus (Cavestro) Cavestro,Stereochilus laxus (Rchb.f.) Garay,Stereochilus laxus (Rchb.f.) Garay,Stereochilus laxus (Rchb.f.) Garay,Stereochilus laxus,Stereochilus pachyphyllus (Cavestro) Cavestro,Stereochilus pachyphyllus
1209151,Thrixspermum album (Ridl.) Schltr.,Thrixspermum trichoglottis (Hook.f.) Kuntze,Thrixspermum trichoglottis (Hook.f.) Kuntze,Thrixspermum trichoglottis (Hook.f.) Kuntze,Thrixspermum trichoglottis,Thrixspermum pulchellum (Thwaites) Schltr.,Thrixspermum pulchellum
1209652,Cymbidium tesselloides Roxb.,Vanda tessellata (Roxb.) Hook. ex G.Don,Vanda tessellata (Roxb.) Hook. ex G.Don,Vanda tessellata (Roxb.) Hook. ex G.Don,Vanda tessellata,Vanda tessellata subsp. tesselloides Motes,Vanda tessellata
1209827,Vitex guerkeana Hiern,Vitex ferruginea Schumach. & Thonn.,Vitex ferruginea Schumach. & Thonn.,Vitex ferruginea Schumach. & Thonn.,Vitex ferruginea,Vitex congolensis var. congolensis,Vitex congolensis
